sub,lang,layer,mean_r,top10_r,pos_frac
sub-FR003,FR,L09,0.03239815670100075,0.0578937858550085,0.8333333333333334
sub-FR003,FR,L13,-0.004764684441464918,0.020481564621958468,0.3333333333333333
sub-FR003,FR,L17,0.06630565584809693,0.09129568520519468,1.0
sub-FR003,FR,L21,0.06645731790060246,0.07383081503212452,1.0
sub-FR003,FR,L25,0.02699389155195267,0.049867761217885546,0.6666666666666666
sub-FR003,FR,L29,0.040804398228862775,0.07884638756513596,1.0
sub-FR003,FR,L32,0.048942606120059885,0.0907749197859731,1.0
sub-FR004,FR,L01,-0.01245917352261367,0.043899559829798006,0.3333333333333333
sub-FR004,FR,L05,0.016603046441795652,0.04301628118587865,0.8333333333333334
sub-FR004,FR,L09,0.008097716072505272,0.05315519796891345,0.6666666666666666
sub-FR004,FR,L13,0.01769364790783988,0.06065244103471438,0.5
sub-FR004,FR,L17,-1.8830212798935653e-05,0.03775461400962538,0.3333333333333333
sub-FR004,FR,L21,-0.03415258897951356,-0.014434357484181723,0.0
sub-FR004,FR,L25,-0.02119200921582955,0.020138767340944875,0.16666666666666666
sub-FR004,FR,L29,0.00046326347661239153,0.05712289663238658,0.3333333333333333
sub-FR004,FR,L32,0.005656588951953583,0.0411503356622739,0.5
sub-FR005,FR,L01,-0.004426215827051136,0.02309230301115248,0.5
sub-FR005,FR,L05,0.0027659475044519827,0.03132299561467436,0.5
sub-FR005,FR,L09,0.0021583241824474596,0.03081875154748559,0.6666666666666666
sub-FR005,FR,L13,-0.018720668619843544,0.016458571888506413,0.5
sub-FR005,FR,L17,-0.01775059397159903,0.033947632027169064,0.3333333333333333
sub-FR005,FR,L21,-0.002489189789802939,0.026329712114400335,0.5
sub-FR005,FR,L25,-0.019734781511403895,0.02399854910456472,0.3333333333333333
sub-FR005,FR,L29,0.0005372857364515463,0.04252170098738538,0.3333333333333333
sub-FR005,FR,L32,-0.012599322220517526,0.0531235591818889,0.3333333333333333
